,"819","819","723","17","856","2208","839","1.1604426002766253","819","819","1222","4","1521","2820","1517","1.2414075286415711","819","819","1117","4","1489","3303","1485","1.3294538943598926","819","819","917","2","1357","3580","1355","1.4776444929116686","819","819","765","0","1246","3742","1246","1.6287581699346405","819","819","605","0","1008","3988","1008","1.666115702479339","819","819","441","0","809","4184","809","1.8344671201814058","819","819","353","0","726","4269","726","2.056657223796034","819","819","269","0","666","4331","666","2.475836431226766","819","819","130","0","483","4512","483","3.7153846153846155"
,"820","820","722","15","853","2211","838","1.1606648199445984","820","820","1221","3","1519","2822","1516","1.2416052416052417","820","820","1112","3","1482","3310","1479","1.3300359712230216","820","820","914","2","1354","3583","1352","1.4792122538293218","820","820","765","0","1246","3742","1246","1.6287581699346405","820","820","602","0","1005","3991","1005","1.669435215946844","820","820","439","0","800","4193","800","1.8223234624145785","820","820","353","0","726","4269","726","2.056657223796034","820","820","268","0","662","4335","662","2.470149253731343","820","820","129","0","478","4517","478","3.705426356589147"
,"821","821","720","15","849","2215","834","1.1583333333333334","821","821","1221","3","1519","2822","1516","1.2416052416052417","821","821","1109","3","1479","3313","1476","1.3309287646528405","821","821","908","2","1348","3589","1346","1.4823788546255507","821","821","764","0","1243","3745","1243","1.6269633507853403","821","821","602","0","1005","3991","1005","1.669435215946844","821","821","439","0","800","4193","800","1.8223234624145785","821","821","353","0","726","4269","726","2.056657223796034","821","821","267","0","661","4336","661","2.4756554307116105","821","821","128","0","477","4518","477","3.7265625"
,"822","822","720","12","846","2218","834","1.1583333333333334","822","822","1217","2","1513","2828","1511","1.2415776499589153","822","822","1107","2","1476","3316","1474","1.3315266485998194","822","822","907","1","1345","3592","1344","1.48180815876516","822","822","764","0","1243","3745","1243","1.6269633507853403","822","822","602","0","1005","3991","1005","1.669435215946844","822","822","437","0","797","4196","797","1.8237986270022883","822","822","352","0","725","4270","725","2.059659090909091","822","822","266","0","656","4341","656","2.4661654135338344","822","822","128","0","477","4518","477","3.7265625"
,"823","823","719","11","844","2220","833","1.1585535465924897","823","823","1214","2","1509","2832","1507","1.2413509060955519","823","823","1106","2","1475","3317","1473","1.3318264014466545","823","823","905","1","1341","3596","1340","1.4806629834254144","823","823","764","0","1243","3745","1243","1.6269633507853403","823","823","602","0","1005","3991","1005","1.669435215946844","823","823","436","0","796","4197","796","1.8256880733944953","823","823","352","0","725","4270","725","2.059659090909091","823","823","265","0","653","4344","653","2.4641509433962265","823","823","127","0","472","4523","472","3.716535433070866"
,"824","824","718","7","839","2225","832","1.158774373259053","824","824","1209","2","1504","2837","1502","1.2423490488006617","824","824","1106","1","1474","3318","1473","1.3318264014466545","824","824","902","0","1336","3601","1336","1.4811529933481153","824","824","762","0","1237","3751","1237","1.6233595800524934","824","824","602","0","1005","3991","1005","1.669435215946844","824","824","435","0","794","4199","794","1.825287356321839","824","824","352","0","725","4270","725","2.059659090909091","824","824","265","0","653","4344","653","2.4641509433962265","824","824","127","0","472","4523","472","3.716535433070866"
,"825","825","716","7","837","2227","830","1.1592178770949721","825","825","1207","1","1501","2840","1500","1.2427506213753108","825","825","1104","1","1472","3320","1471","1.332427536231884","825","825","899","0","1330","3607","1330","1.4794215795328143","825","825","759","0","1231","3757","1231","1.621870882740448","825","825","600","0","1001","3995","1001","1.6683333333333332","825","825","434","0","792","4201","792","1.8248847926267282","825","825","352","0","725","4270","725","2.059659090909091","825","825","265","0","653","4344","653","2.4641509433962265","825","825","127","0","472","4523","472","3.716535433070866"
,"826","826","714","5","833","2231","828","1.1596638655462186","826","826","1206","1","1500","2841","1499","1.2429519071310116","826","826","1102","1","1467","3325","1466","1.3303085299455535","826","826","897","0","1328","3609","1328","1.4804905239687849","826","826","759","0","1231","3757","1231","1.621870882740448","826","826","600","0","1001","3995","1001","1.6683333333333332","826","826","434","0","792","4201","792","1.8248847926267282","826","826","352","0","725","4270","725","2.059659090909091","826","826","265","0","653","4344","653","2.4641509433962265","826","826","126","0","471","4524","471","3.738095238095238"
,"827","827","710","3","827","2237","824","1.1605633802816901","827","827","1205","1","1498","2843","1497","1.2423236514522822","827","827","1101","1","1466","3326","1465","1.3306085376930064","827","827","896","0","1327","3610","1327","1.4810267857142858","827","827","758","0","1226","3762","1226","1.6174142480211082","827","827","600","0","1001","3995","1001","1.6683333333333332","827","827","433","0","790","4203","790","1.8244803695150116","827","827","352","0","725","4270","725","2.059659090909091","827","827","264","0","648","4349","648","2.4545454545454546","827","827","126","0","471","4524","471","3.738095238095238"
,"828","828","710","0","824","2240","824","1.1605633802816901","828","828","1204","0","1496","2845","1496","1.2425249169435215","828","828","1100","0","1464","3328","1464","1.3309090909090908","828","828","896","0","1327","3610","1327","1.4810267857142858","828","828","753","0","1209","3779","1209","1.6055776892430278","828","828","599","0","996","4000","996","1.662771285475793","828","828","432","0","789","4204","789","1.8263888888888888","828","828","352","0","725","4270","725","2.059659090909091","828","828","264","0","648","4349","648","2.4545454545454546","828","828","126","0","471","4524","471","3.738095238095238"
,"829","829","710","0","824","2240","824","1.1605633802816901","829","829","1204","0","1496","2845","1496","1.2425249169435215","829","829","1097","0","1458","3334","1458","1.3290793072014586","829","829","895","0","1326","3611","1326","1.481564245810056","829","829","752","0","1207","3781","1207","1.6050531914893618","829","829","599","0","996","4000","996","1.662771285475793","829","829","431","0","788","4205","788","1.82830626450116","829","829","351","0","723","4272","723","2.0598290598290596","829","829","264","0","648","4349","648","2.4545454545454546","829","829","126","0","471","4524","471","3.738095238095238"
,"830","830","709","0","823","2241","823","1.160789844851904","830","830","1202","0","1493","2848","1493","1.2420965058236273","830","830","1091","0","1451","3341","1451","1.3299725022914757","830","830","895","0","1326","3611","1326","1.481564245810056","830","830","749","0","1198","3790","1198","1.5994659546061416","830","830","598","0","993","4003","993","1.660535117056856","830","830","429","0","783","4210","783","1.8251748251748252","830","830","351","0","723","4272","723","2.0598290598290596","830","830","264","0","648","4349","648","2.4545454545454546","830","830","126","0","471","4524","471","3.738095238095238"
,"831","831","706","0","819","2245","819","1.160056657223796","831","831","1201","0","1491","2850","1491","1.241465445462115","831","831","1090","0","1449","3343","1449","1.3293577981651377","831","831","895","0","1326","3611","1326","1.481564245810056","831","831","748","0","1197","3791","1197","1.6002673796791445","831","831","597","0","990","4006","990","1.6582914572864322","831","831","428","0","782","4211","782","1.8271028037383177","831","831","350","0","718","4277","718","2.0514285714285716","831","831","264","0","648","4349","648","2.4545454545454546","831","831","126","0","471","4524","471","3.738095238095238"
,"832","832","703","0","815","2249","815","1.159317211948791","832","832","1201","0","1491","2850","1491","1.241465445462115","832","832","1087","0","1446","3346","1446","1.3302667893284268","832","832","895","0","1326","3611","1326","1.481564245810056","832","832","748","0","1197","3791","1197","1.6002673796791445","832","832","597","0","990","4006","990","1.6582914572864322","832","832","427","0","781","4212","781","1.82903981264637","832","832","350","0","718","4277","718","2.0514285714285716","832","832","264","0","648","4349","648","2.4545454545454546","832","832","126","0","471","4524","471","3.738095238095238"
,"833","833","701","0","812","2252","812","1.158345221112696","833","833","1200","0","1490","2851","1490","1.2416666666666667","833","833","1081","0","1437","3355","1437","1.3293246993524515","833","833","895","0","1326","3611","1326","1.481564245810056","833","833","746","0","1190","3798","1190","1.5951742627345844","833","833","596","0","988","4008","988","1.657718120805369","833","833","427","0","781","4212","781","1.82903981264637","833","833","350","0","718","4277","718","2.0514285714285716","833","833","264","0","648","4349","648","2.4545454545454546","833","833","126","0","471","4524","471","3.738095238095238"
,"834","834","699","0","810","2254","810","1.1587982832618027","834","834","1199","0","1488","2853","1488","1.2410341951626356","834","834","1081","0","1437","3355","1437","1.3293246993524515","834","834","895","0","1326","3611","1326","1.481564245810056","834","834","746","0","1190","3798","1190","1.5951742627345844","834","834","595","0","986","4010","986","1.6571428571428573","834","834","424","0","775","4218","775","1.8278301886792452","834","834","348","0","712","4283","712","2.045977011494253","834","834","264","0","648","4349","648","2.4545454545454546","834","834","126","0","471","4524","471","3.738095238095238"
,"835","835","696","0","807","2257","807","1.1594827586206897","835","835","1199","0","1488","2853","1488","1.2410341951626356","835","835","1080","0","1436","3356","1436","1.3296296296296297","835","835","892","0","1321","3616","1321","1.4809417040358743","835","835","745","0","1188","3800","1188","1.5946308724832214","835","835","595","0","986","4010","986","1.6571428571428573","835","835","424","0","775","4218","775","1.8278301886792452","835","835","348","0","712","4283","712","2.045977011494253","835","835","263","0","643","4354","643","2.444866920152091","835","835","125","0","467","4528","467","3.736"
,"836","836","695","0","806","2258","806","1.1597122302158274","836","836","1196","0","1485","2856","1485","1.241638795986622","836","836","1078","0","1434","3358","1434","1.3302411873840445","836","836","890","0","1318","3619","1318","1.4808988764044944","836","836","744","0","1186","3802","1186","1.5940860215053763","836","836","594","0","981","4015","981","1.6515151515151516","836","836","421","0","771","4222","771","1.831353919239905","836","836","348","0","712","4283","712","2.045977011494253","836","836","262","0","640","4357","640","2.4427480916030535","836","836","124","0","462","4533","462","3.725806451612903"
,"837","837","694","0","805","2259","805","1.159942363112392","837","837","1196","0","1485","2856","1485","1.241638795986622","837","837","1075","0","1431","3361","1431","1.3311627906976744","837","837","890","0","1318","3619","1318","1.4808988764044944","837","837","744","0","1186","3802","1186","1.5940860215053763","837","837","592","0","976","4020","976","1.6486486486486487","837","837","418","0","761","4232","761","1.8205741626794258","837","837","347","0","708","4287","708","2.0403458213256482","837","837","262","0","640","4357","640","2.4427480916030535","837","837","124","0","462","4533","462","3.725806451612903"
,"838","838","693","0","804","2260","804","1.1601731601731602","838","838","1195","0","1484","2857","1484","1.2418410041841004","838","838","1073","0","1429","3363","1429","1.3317800559179869","838","838","890","0","1318","3619","1318","1.4808988764044944","838","838","744","0","1186","3802","1186","1.5940860215053763","838","838","590","0","972","4024","972","1.647457627118644","838","838","417","0","757","4236","757","1.815347721822542","838","838","347","0","708","4287","708","2.0403458213256482","838","838","261","0","635","4362","635","2.4329501915708813","838","838","124","0","462","4533","462","3.725806451612903"
,"839","839","691","0","801","2263","801","1.1591895803183792","839","839","1192","0","1481","2860","1481","1.2424496644295302","839","839","1070","0","1425","3367","1425","1.3317757009345794","839","839","890","0","1318","3619","1318","1.4808988764044944","839","839","743","0","1184","3804","1184","1.5935397039030956","839","839","588","0","967","4029","967","1.6445578231292517","839","839","415","0","751","4242","751","1.8096385542168674","839","839","346","0","704","4291","704","2.0346820809248554","839","839","260","0","633","4364","633","2.4346153846153844","839","839","124","0","462","4533","462","3.725806451612903"
,"840","840","688","0","796","2268","796","1.1569767441860466","840","840","1191","0","1480","2861","1480","1.2426532325776658","840","840","1068","0","1423","3369","1423","1.3323970037453183","840","840","890","0","1318","3619","1318","1.4808988764044944","840","840","741","0","1179","3809","1179","1.591093117408907","840","840","587","0","962","4034","962","1.6388415672913117","840","840","412","0","743","4250","743","1.8033980582524272","840","840","344","0","702","4293","702","2.0406976744186047","840","840","259","0","631","4366","631","2.436293436293436","840","840","124","0","462","4533","462","3.725806451612903"
,"841","841","685","0","793","2271","793","1.1576642335766423","841","841","1190","0","1479","2862","1479","1.2428571428571429","841","841","1067","0","1422","3370","1422","1.3327085285848173","841","841","889","0","1317","3620","1317","1.4814398200224972","841","841","741","0","1179","3809","1179","1.591093117408907","841","841","587","0","962","4034","962","1.6388415672913117","841","841","412","0","743","4250","743","1.8033980582524272","841","841","343","0","699","4296","699","2.0379008746355685","841","841","259","0","631","4366","631","2.436293436293436","841","841","124","0","462","4533","462","3.725806451612903"
,"842","842","684","0","792","2272","792","1.1578947368421053","842","842","1190","0","1479","2862","1479","1.2428571428571429","842","842","1063","0","1416","3376","1416","1.3320790216368767","842","842","889","0","1317","3620","1317","1.4814398200224972","842","842","741","0","1179","3809","1179","1.591093117408907","842","842","585","0","959","4037","959","1.6393162393162393","842","842","411","0","741","4252","741","1.802919708029197","842","842","343","0","699","4296","699","2.0379008746355685","842","842","259","0","631","4366","631","2.436293436293436","842","842","122","0","455","4540","455","3.7295081967213113"
,"843","843","683","0","791","2273","791","1.158125915080527","843","843","1190","0","1479","2862","1479","1.2428571428571429","843","843","1062","0","1415","3377","1415","1.332391713747646","843","843","888","0","1315","3622","1315","1.4808558558558558","843","843","741","0","1179","3809","1179","1.591093117408907","843","843","583","0","953","4043","953","1.634648370497427","843","843","410","0","736","4257","736","1.7951219512195122","843","843","342","0","698","4297","698","2.0409356725146197","843","843","259","0","631","4366","631","2.436293436293436","843","843","122","0","455","4540","455","3.7295081967213113"
,"844","844","680","0","786","2278","786","1.1558823529411764","844","844","1186","0","1474","2867","1474","1.2428330522765598","844","844","1060","0","1411","3381","1411","1.3311320754716982","844","844","888","0","1315","3622","1315","1.4808558558558558","844","844","740","0","1178","3810","1178","1.5918918918918918","844","844","581","0","947","4049","947","1.629948364888124","844","844","410","0","736","4257","736","1.7951219512195122","844","844","342","0","698","4297","698","2.0409356725146197","844","844","259","0","631","4366","631","2.436293436293436","844","844","122","0","455","4540","455","3.7295081967213113"
,"845","845","679","0","783","2281","783","1.1531664212076582","845","845","1183","0","1470","2871","1470","1.242603550295858","845","845","1056","0","1407","3385","1407","1.3323863636363635","845","845","885","0","1308","3629","1308","1.4779661016949153","845","845","739","0","1175","3813","1175","1.5899864682002707","845","845","580","0","946","4050","946","1.6310344827586207","845","845","410","0","736","4257","736","1.7951219512195122","845","845","340","0","696","4299","696","2.0470588235294116","845","845","259","0","631","4366","631","2.436293436293436","845","845","120","0","446","4549","446","3.716666666666667"
,"846","846","676","0","780","2284","780","1.1538461538461537","846","846","1181","0","1466","2875","1466","1.241320914479255","846","846","1056","0","1407","3385","1407","1.3323863636363635","846","846","883","0","1302","3635","1302","1.4745186862967157","846","846","739","0","1175","3813","1175","1.5899864682002707","846","846","580","0","946","4050","946","1.6310344827586207","846","846","410","0","736","4257","736","1.7951219512195122","846","846","340","0","696","4299","696","2.0470588235294116","846","846","257","0","628","4369","628","2.443579766536965","846","846","120","0","446","4549","446","3.716666666666667"
,"847","847","676","0","780","2284","780","1.1538461538461537","847","847","1178","0","1463","2878","1463","1.2419354838709677","847","847","1052","0","1401","3391","1401","1.3317490494296578","847","847","883","0","1302","3635","1302","1.4745186862967157","847","847","738","0","1173","3815","1173","1.589430894308943","847","847","579","0","941","4055","941","1.625215889464594","847","847","408","0","733","4260","733","1.7965686274509804","847","847","340","0","696","4299","696","2.0470588235294116","847","847","256","0","623","4374","623","2.43359375","847","847","119","0","443","4552","443","3.722689075630252"
,"848","848","674","0","777","2287","777","1.1528189910979227","848","848","1173","0","1455","2886","1455","1.2404092071611252","848","848","1048","0","1396","3396","1396","1.33206106870229","848","848","883","0","1302","3635","1302","1.4745186862967157","848","848","736","0","1169","3819","1169","1.5883152173913044","848","848","579","0","941","4055","941","1.625215889464594","848","848","408","0","733","4260","733","1.7965686274509804","848","848","340","0","696","4299","696","2.0470588235294116","848","848","256","0","623","4374","623","2.43359375","848","848","119","0","443","4552","443","3.722689075630252"
,"849","849","671","0","772","2292","772","1.150521609538003","849","849","1172","0","1454","2887","1454","1.2406143344709897","849","849","1044","0","1392","3400","1392","1.3333333333333333","849","849","882","0","1300","3637","1300","1.473922902494331","849","849","736","0","1169","3819","1169","1.5883152173913044","849","849","579","0","941","4055","941","1.625215889464594","849","849","407","0","732","4261","732","1.7985257985257985","849","849","340","0","696","4299","696","2.0470588235294116","849","849","256","0","623","4374","623","2.43359375","849","849","119","0","443","4552","443","3.722689075630252"
,"850","850","670","0","771","2293","771","1.1507462686567165","850","850","1170","0","1452","2889","1452","1.241025641025641","850","850","1040","0","1388","3404","1388","1.3346153846153845","850","850","881","0","1296","3641","1296","1.47105561861521","850","850","736","0","1169","3819","1169","1.5883152173913044","850","850","578","0","939","4057","939","1.6245674740484428","850","850","405","0","730","4263","730","1.8024691358024691","850","850","340","0","696","4299","696","2.0470588235294116","850","850","256","0","623","4374","623","2.43359375","850","850","118","0","441","4554","441","3.73728813559322"
,"851","851","668","0","769","2295","769","1.151197604790419","851","851","1168","0","1449","2892","1449","1.240582191780822","851","851","1038","0","1386","3406","1386","1.3352601156069364","851","851","881","0","1296","3641","1296","1.47105561861521","851","851","736","0","1169","3819","1169","1.5883152173913044","851","851","578","0","939","4057","939","1.6245674740484428","851","851","403","0","727","4266","727","1.803970223325062","851","851","340","0","696","4299","696","2.0470588235294116","851","851","256","0","623","4374","623","2.43359375","851","851","118","0","441","4554","441","3.73728813559322"
,"852","852","667","0","768","2296","768","1.1514242878560719","852","852","1166","0","1447","2894","1447","1.2409948542024014","852","852","1038","0","1386","3406","1386","1.3352601156069364","852","852","881","0","1296","3641","1296","1.47105561861521","852","852","736","0","1169","3819","1169","1.5883152173913044","852","852","578","0","939","4057","939","1.6245674740484428","852","852","403","0","727","4266","727","1.803970223325062","852","852","340","0","696","4299","696","2.0470588235294116","852","852","256","0","623","4374","623","2.43359375","852","852","117","0","437","4558","437","3.735042735042735"
,"853","853","667","0","768","2296","768","1.1514242878560719","853","853","1166","0","1447","2894","1447","1.2409948542024014","853","853","1038","0","1386","3406","1386","1.3352601156069364","853","853","881","0","1296","3641","1296","1.47105561861521","853","853","735","0","1166","3822","1166","1.5863945578231293","853","853","577","0","938","4058","938","1.6256499133448874","853","853","402","0","726","4267","726","1.8059701492537314","853","853","339","0","694","4301","694","2.0471976401179943","853","853","256","0","623","4374","623","2.43359375","853","853","117","0","437","4558","437","3.735042735042735"
,"854","854","666","0","766","2298","766","1.15015015015015","854","854","1166","0","1447","2894","1447","1.2409948542024014","854","854","1036","0","1382","3410","1382","1.333976833976834","854","854","881","0","1296","3641","1296","1.47105561861521","854","854","733","0","1163","3825","1163","1.5866302864938608","854","854","577","0","938","4058","938","1.6256499133448874","854","854","402","0","726","4267","726","1.8059701492537314","854","854","339","0","694","4301","694","2.0471976401179943","854","854","255","0","622","4375","622","2.43921568627451","854","854","116","0","432","4563","432","3.7241379310344827"
,"855","855","664","0","763","2301","763","1.1490963855421688","855","855","1164","0","1445","2896","1445","1.2414089347079038","855","855","1034","0","1379","3413","1379","1.3336557059961316","855","855","880","0","1294","3643","1294","1.4704545454545455","855","855","732","0","1162","3826","1162","1.5874316939890711","855","855","574","0","927","4069","927","1.6149825783972125","855","855","402","0","726","4267","726","1.8059701492537314","855","855","338","0","693","4302","693","2.0502958579881656","855","855","254","0","617","4380","617","2.4291338582677167","855","855","115","0","429","4566","429","3.7304347826086954"
,"856","856","662","0","761","2303","761","1.149546827794562","856","856","1161","0","1441","2900","1441","1.2411714039621016","856","856","1034","0","1379","3413","1379","1.3336557059961316","856","856","880","0","1294","3643","1294","1.4704545454545455","856","856","732","0","1162","3826","1162","1.5874316939890711","856","856","574","0","927","4069","927","1.6149825783972125","856","856","402","0","726","4267","726","1.8059701492537314","856","856","338","0","693","4302","693","2.0502958579881656","856","856","254","0","617","4380","617","2.4291338582677167","856","856","115","0","429","4566","429","3.7304347826086954"
,"857","857","661","0","760","2304","760","1.1497730711043872","857","857","1155","0","1433","2908","1433","1.2406926406926406","857","857","1033","0","1375","3417","1375","1.3310745401742499","857","857","880","0","1294","3643","1294","1.4704545454545455","857","857","732","0","1162","3826","1162","1.5874316939890711","857","857","574","0","927","4069","927","1.6149825783972125","857","857","402","0","726","4267","726","1.8059701492537314","857","857","338","0","693","4302","693","2.0502958579881656","857","857","254","0","617","4380","617","2.4291338582677167","857","857","115","0","429","4566","429","3.7304347826086954"
,"858","858","659","0","758","2306","758","1.150227617602428","858","858","1153","0","1431","2910","1431","1.241110147441457","858","858","1033","0","1375","3417","1375","1.3310745401742499","858","858","880","0","1294","3643","1294","1.4704545454545455","858","858","729","0","1158","3830","1158","1.5884773662551441","858","858","574","0","927","4069","927","1.6149825783972125","858","858","398","0","719","4274","719","1.806532663316583","858","858","338","0","693","4302","693","2.0502958579881656","858","858","254","0","617","4380","617","2.4291338582677167","858","858","114","0","424","4571","424","3.719298245614035"
,"859","859","658","0","757","2307","757","1.1504559270516717","859","859","1152","0","1429","2912","1429","1.2404513888888888","859","859","1033","0","1375","3417","1375","1.3310745401742499","859","859","878","0","1292","3645","1292","1.4715261958997723","859","859","727","0","1154","3834","1154","1.5873452544704265","859","859","574","0","927","4069","927","1.6149825783972125","859","859","395","0","711","4282","711","1.8","859","859","338","0","693","4302","693","2.0502958579881656","859","859","254","0","617","4380","617","2.4291338582677167","859","859","114","0","424","4571","424","3.719298245614035"
,"860","860","656","0","754","2310","754","1.149390243902439","860","860","1149","0","1424","2917","1424","1.2393385552654481","860","860","1032","0","1373","3419","1373","1.3304263565891472","860","860","878","0","1292","3645","1292","1.4715261958997723","860","860","726","0","1152","3836","1152","1.5867768595041323","860","860","573","0","923","4073","923","1.6108202443280977","860","860","395","0","711","4282","711","1.8","860","860","338","0","693","4302","693","2.0502958579881656","860","860","254","0","617","4380","617","2.4291338582677167","860","860","114","0","424","4571","424","3.719298245614035"
,"861","861","654","0","752","2312","752","1.1498470948012232","861","861","1147","0","1420","2921","1420","1.2380122057541412","861","861","1032","0","1373","3419","1373","1.3304263565891472","861","861","878","0","1292","3645","1292","1.4715261958997723","861","861","725","0","1151","3837","1151","1.5875862068965518","861","861","572","0","922","4074","922","1.6118881118881119","861","861","394","0","706","4287","706","1.7918781725888324","861","861","338","0","693","4302","693","2.0502958579881656","861","861","254","0","617","4380","617","2.4291338582677167","861","861","114","0","424","4571","424","3.719298245614035"
,"862","862","652","0","750","2314","750","1.1503067484662577","862","862","1145","0","1418","2923","1418","1.2384279475982534","862","862","1032","0","1373","3419","1373","1.3304263565891472","862","862","877","0","1291","3646","1291","1.4720638540478905","862","862","724","0","1146","3842","1146","1.5828729281767955","862","862","572","0","922","4074","922","1.6118881118881119","862","862","393","0","705","4288","705","1.7938931297709924","862","862","338","0","693","4302","693","2.0502958579881656","862","862","254","0","617","4380","617","2.4291338582677167","862","862","113","0","419","4576","419","3.7079646017699117"
,"863","863","651","0","749","2315","749","1.1505376344086022","863","863","1144","0","1417","2924","1417","1.2386363636363635","863","863","1029","0","1369","3423","1369","1.3304178814382897","863","863","876","0","1290","3647","1290","1.4726027397260273","863","863","724","0","1146","3842","1146","1.5828729281767955","863","863","569","0","914","4082","914","1.6063268892794376","863","863","390","0","698","4295","698","1.7897435897435898","863","863","338","0","693","4302","693","2.0502958579881656","863","863","254","0","617","4380","617","2.4291338582677167","863","863","112","0","418","4577","418","3.732142857142857"
,"864","864","651","0","749","2315","749","1.1505376344086022","864","864","1143","0","1415","2926","1415","1.2379702537182853","864","864","1026","0","1366","3426","1366","1.331384015594542","864","864","875","0","1289","3648","1289","1.473142857142857","864","864","724","0","1146","3842","1146","1.5828729281767955","864","864","568","0","912","4084","912","1.6056338028169015","864","864","390","0","698","4295","698","1.7897435897435898","864","864","338","0","693","4302","693","2.0502958579881656","864","864","254","0","617","4380","617","2.4291338582677167","864","864","112","0","418","4577","418","3.732142857142857"
,"865","865","651","0","749","2315","749","1.1505376344086022","865","865","1141","0","1413","2928","1413","1.238387379491674","865","865","1025","0","1363","3429","1363","1.3297560975609757","865","865","875","0","1289","3648","1289","1.473142857142857","865","865","719","0","1133","3855","1133","1.5757997218358832","865","865","566","0","909","4087","909","1.6060070671378093","865","865","390","0","698","4295","698","1.7897435897435898","865","865","338","0","693","4302","693","2.0502958579881656","865","865","253","0","616","4381","616","2.4347826086956523","865","865","111","0","414","4581","414","3.72972972972973"
,"866","866","650","0","748","2316","748","1.1507692307692308","866","866","1140","0","1412","2929","1412","1.2385964912280703","866","866","1024","0","1362","3430","1362","1.330078125","866","866","872","0","1285","3652","1285","1.473623853211009","866","866","719","0","1133","3855","1133","1.5757997218358832","866","866","566","0","909","4087","909","1.6060070671378093","866","866","390","0","698","4295","698","1.7897435897435898","866","866","338","0","693","4302","693","2.0502958579881656","866","866","252","0","611","4386","611","2.4246031746031744","866","866","111","0","414","4581","414","3.72972972972973"
,"867","867","650","0","748","2316","748","1.1507692307692308","867","867","1138","0","1410","2931","1410","1.2390158172231986","867","867","1022","0","1357","3435","1357","1.327788649706458","867","867","872","0","1285","3652","1285","1.473623853211009","867","867","718","0","1131","3857","1131","1.575208913649025","867","867","566","0","909","4087","909","1.6060070671378093","867","867","389","0","696","4297","696","1.7892030848329048","867","867","337","0","691","4304","691","2.050445103857567","867","867","252","0","611","4386","611","2.4246031746031744","867","867","111","0","414","4581","414","3.72972972972973"
,"868","868","649","0","746","2318","746","1.1494607087827426","868","868","1136","0","1408","2933","1408","1.2394366197183098","868","868","1021","0","1356","3436","1356","1.3281096963761019","868","868","871","0","1284","3653","1284","1.4741676234213548","868","868","717","0","1128","3860","1128","1.5732217573221758","868","868","566","0","909","4087","909","1.6060070671378093","868","868","388","0","695","4298","695","1.791237113402062","868","868","337","0","691","4304","691","2.050445103857567","868","868","252","0","611","4386","611","2.4246031746031744","868","868","111","0","414","4581","414","3.72972972972973"
,"869","869","649","0","746","2318","746","1.1494607087827426","869","869","1133","0","1404","2937","1404","1.2391879964695498","869","869","1020","0","1353","3439","1353","1.326470588235294","869","869","871","0","1284","3653","1284","1.4741676234213548","869","869","716","0","1123","3865","1123","1.568435754189944","869","869","566","0","909","4087","909","1.6060070671378093","869","869","388","0","695","4298","695","1.791237113402062","869","869","337","0","691","4304","691","2.050445103857567","869","869","251","0","607","4390","607","2.4183266932270917","869","869","111","0","414","4581","414","3.72972972972973"
,"870","870","646","0","741","2323","741","1.1470588235294117","870","870","1131","0","1401","2940","1401","1.2387267904509285","870","870","1018","0","1349","3443","1349","1.325147347740668","870","870","870","0","1282","3655","1282","1.4735632183908045","870","870","715","0","1122","3866","1122","1.5692307692307692","870","870","566","0","909","4087","909","1.6060070671378093","870","870","388","0","695","4298","695","1.791237113402062","870","870","337","0","691","4304","691","2.050445103857567","870","870","251","0","607","4390","607","2.4183266932270917","870","870","109","0","407","4588","407","3.7339449541284404"
,"871","871","640","0","734","2330","734","1.146875","871","871","1131","0","1401","2940","1401","1.2387267904509285","871","871","1016","0","1346","3446","1346","1.3248031496062993","871","871","870","0","1282","3655","1282","1.4735632183908045","871","871","714","0","1117","3871","1117","1.5644257703081232","871","871","566","0","909","4087","909","1.6060070671378093","871","871","388","0","695","4298","695","1.791237113402062","871","871","337","0","691","4304","691","2.050445103857567","871","871","251","0","607","4390","607","2.4183266932270917","871","871","109","0","407","4588","407","3.7339449541284404"
,"872","872","638","0","731","2333","731","1.14576802507837","872","872","1128","0","1398","2943","1398","1.2393617021276595","872","872","1014","0","1340","3452","1340","1.3214990138067062","872","872","867","0","1278","3659","1278","1.4740484429065743","872","872","714","0","1117","3871","1117","1.5644257703081232","872","872","564","0","906","4090","906","1.6063829787234043","872","872","388","0","695","4298","695","1.791237113402062","872","872","337","0","691","4304","691","2.050445103857567","872","872","251","0","607","4390","607","2.4183266932270917","872","872","108","0","402","4593","402","3.7222222222222223"
,"873","873","637","0","730","2334","730","1.1459968602825745","873","873","1126","0","1395","2946","1395","1.2388987566607461","873","873","1013","0","1337","3455","1337","1.319842053307009","873","873","864","0","1267","3670","1267","1.4664351851851851","873","873","712","0","1114","3874","1114","1.5646067415730338","873","873","563","0","905","4091","905","1.6074600355239788","873","873","387","0","691","4302","691","1.7855297157622738","873","873","337","0","691","4304","691","2.050445103857567","873","873","250","0","602","4395","602","2.408","873","873","107","0","397","4598","397","3.710280373831776"
,"874","874","636","0","729","2335","729","1.1462264150943395","874","874","1123","0","1391","2950","1391","1.238646482635797","874","874","1011","0","1335","3457","1335","1.3204747774480712","874","874","863","0","1263","3674","1263","1.4634994206257241","874","874","711","0","1113","3875","1113","1.5654008438818565","874","874","563","0","905","4091","905","1.6074600355239788","874","874","387","0","691","4302","691","1.7855297157622738","874","874","337","0","691","4304","691","2.050445103857567","874","874","250","0","602","4395","602","2.408","874","874","107","0","397","4598","397","3.710280373831776"
